OBJECTID,HUC12,Name,NtvFish,FishSWNorm,Shape__Area,Shape__Length
1315,180102041108,Mason Reservoir,2,0.08333333,128246357.90625,87569.4945010488
1316,180102040905,Russell Canyon,2,0.08333333,29374223.6601563,26720.9196837194
1317,180600060410,Cayucos Creek-Frontal Pacific Ocean,10,0.41666667,97755190.3203125,109872.11096267
1318,180600050608,Las Tablas Creek,3,0.125,193757083.515625,96320.1339588651
1319,180600051401,Pine Canyon,5,0.20833333,64824593.6953125,49421.5139239596
1320,180600050708,Deer Creek-San Antonio River,2,0.08333333,123403970.550781,72329.8864180548
1321,180600051205,Lower Chalone Creek,6,0.25,83853647.046875,56318.6344102983
1322,180600020605,Middle Tres Pinos Creek,5,0.20833333,144806726.273438,73773.3083601233
1323,180600020601,Las Aguilas Creek,3,0.125,156037225.542969,70966.0778199275
1324,180400010605,Los Banos Reservoir-Los Banos Creek,2,0.08333333,75240297.359375,55091.2272759118
1325,180400011901,San Luis Holding Reservoir,4,0.16666667,223432215.734375,70262.0699039311
1326,180400020204,Little Salado Creek,3,0.125,64606603.8515625,48433.1618460021
1327,180400020202,Town of Hilmar-San Joaquin River,15,0.625,259311775.894531,104378.936592249
1328,180400510301,Upper Lone Tree Creek,11,0.45833333,80247421.6171875,51814.9353085291
1329,180400130704,Middle Laguna,12,0.5,172434544.015625,81940.2181480101
1330,180400120803,Camanche Reservoir-Mokelumne River,11,0.45833333,182473013.152344,73857.5840642715
1331,180201110201,Upper American River,15,0.625,234981764.238281,88854.8082703163
1332,180201110101,Secret Ravine,12,0.5,95469110.0546875,60526.9338974225
1333,180201290702,Hastings Creek-South Fork American River,9,0.375,195017641.1875,92801.4269643528
1334,180201250704,Shady Creek-South Yuba River,6,0.25,210563318.894531,93099.1625159662
1335,180201230603,Rock Creek-South Fork Feather River,0,0,117283421.539063,76185.9923849727
1336,180201230602,Lost Creek,0,0,147807356.679688,75043.5973858648
1337,180800030405,Hog Flat Reservoir-Susan River,6,0.25,273863073.367188,90830.0079115286
1338,180200030103,Indian Creek,0,0,144525459.695313,74419.3957646637
1339,180102040302,Mowitz Creek,4,0.16666667,215356292.410156,90789.234461728
1340,180102040204,Hidden Valley-North Fork Willow Creek,8,0.33333333,184272145.042969,125876.78234303
1341,180600080603,Lower Santa Maria River,8,0.33333333,118316277.269531,81980.4815969236
1342,180600050402,Paso Robles Creek,2,0.08333333,183206284.40625,90461.0633834284
1343,180600050202,Santa Margarita Creek,3,0.125,144932397.121094,72965.3950891263
1344,180600050801,Vineyard Canyon,2,0.08333333,206078616.917969,90121.3547848104
1345,180600050805,Lynch Canyon,4,0.16666667,83190164.1679688,59154.4266448065
1346,180600020502,Hernandez Reservoir-San Benito River,5,0.20833333,122053846.039063,63099.8952686972
1347,180400011304,Wildcat Canyon,4,0.16666667,296348670.476563,96568.8281717557
1348,180400010404,Lower Little Panoche Creek,1,0.04166667,82724884.6523438,68792.1764044291
1349,180400012007,Deadmans Slough-Salt Slough,6,0.25,120635622.105469,67400.9015771135
1350,180400091307,180400091307-Dry Creek,10,0.41666667,105471268.324219,56360.7813310189
1351,180400110202,Jesus Maria Creek,4,0.16666667,147748821.945313,88771.9263747876
1352,180400130204,Lower North Fork Cosumnes River,7,0.29166667,254193418.75,152286.806471235
1353,180201280602,Lower Shirttail Canyon,4,0.16666667,101590116.300781,45981.575142051
1354,180201280402,Eldorado Creek,4,0.16666667,88509888.0195313,56290.9981115149
1355,180201280209,Little Grizzly Canyon-Rubicon River,5,0.20833333,191955914.851563,87160.7002350218
1356,180201250701,Poorman Creek,0,0,100818799.304688,57790.7000842
1357,180201230406,Frazier Creek-Middle Fork Feather River,2,0.08333333,231466097.589844,74750.6302344065
1358,180201250603,Canyon Creek,0,0,218934396.816406,89760.9271277301
1359,180201250202,Deer Creek-North Yuba River,0,0,241640244.21875,77437.0872853258
1360,180201220702,Taylor Creek-Greenhorn Creek,3,0.125,161618420.925781,74471.2110635235
1361,180201220404,Lower Lights Creek,3,0.125,117318055.253906,56680.6041519829
1362,180201220304,Hungry Creek,3,0.125,83899174.5195313,45675.9689988831
1363,180800030703,Lassen Creek-Susan River,6,0.25,190260036.542969,89261.1547329636
1364,180800020303,Heath Dam Reservoir,1,0.04166667,128537617.042969,64653.5923473398
1365,180200021601,Upper Willow Creek,4,0.16666667,164475068.148438,59962.4524538809
1366,180800020301,Dry Valley,1,0.04166667,125621764.804688,79270.4160337233
1367,180200021001,Upper Clover Swale Creek,1,0.04166667,160677635.285156,87936.3320265196
1368,180102040107,Boles Meadow,5,0.20833333,193910198.234375,73643.1901526789
1369,180600100704,Santa Lucia Canyon-Santa Ynez River,8,0.33333333,218323269.742188,76235.0607283509
1370,180600100703,San Miguelito Creek-Santa Ynez River,5,0.20833333,198595284.761719,87395.7895590573
1371,180600080601,Nipomo Creek,3,0.125,88370906.9921875,46390.3298559763
1372,180600050302,Middle Branch Huerhuero Creek,2,0.08333333,103755188.449219,79158.210310759
1373,180600040206,Middle Cholame Creek,2,0.08333333,143898306.359375,69584.4703401233
1374,180300090601,Upper Cantua Creek,1,0.04166667,110860082.957031,51607.5443350107
1375,180400011802,Canal Creek,8,0.33333333,154020276.835938,103085.478142007
1376,180400011401,Upper Black Rascal Creek,8,0.33333333,77912132.0703125,51979.8259183892
1377,180400011701,Miles Creek,6,0.25,129065063.652344,111785.366916219
1378,180400091206,Big Creek-Tuolumne River,6,0.25,157569179.53125,84121.6611699558
1379,180400100608,Peoria Creek-Stanislaus River,7,0.29166667,89244753.3984375,63398.9001414221
1380,180400110101,Upper San Antonio Creek,3,0.125,119768602.617188,73059.7012259901
1381,180400120301,Forest Creek,2,0.08333333,100619785.304688,76597.2961203067
1382,180400120302,Upper Middle Fork Mokelumne River,2,0.08333333,125872546.78125,82037.0459360405
1383,180400120403,Panther Creek,2,0.08333333,79367990.4492188,41567.027280809
1384,180400130202,Upper North Fork Cosumnes River,5,0.20833333,183879131.167969,97570.3772051765
1385,180400120404,Tiger Creek-North Fork Mokelumne River,4,0.16666667,206167489.289063,128326.091838464
1386,180400120401,Bear River,1,0.04166667,223283128.9375,91198.0147675908
1387,180201280204,Gerle Creek,0,0,136060312.320313,61641.9998064613
1388,180201280103,Big Valley Canyon-North Fork American River,0,0,142138896.128906,72939.1719465993
1389,180201230402,Willow Creek,2,0.08333333,78417240.7929688,51124.8670871653
1390,180201220205,Squaw Queen Creek,2,0.08333333,185548261.144531,75346.035659336
1391,180201230308,Mapes Canyon,1,0.04166667,83801283.6914063,49204.6588794888
1392,180800030802,McDermott Creek-Frontal Honey Lake,4,0.16666667,219290346.066406,110784.736546344
1393,180800030704,Lake Leavitt-Susan River,6,0.25,262716116.046875,84690.9657629944
1394,180800030603,Horse Lake,3,0.125,193838157.210938,80494.7173587828
1395,180800030508,Mud Flat,3,0.125,295693946.601563,81022.3584185199
1396,180800020204,Kilby Creek,1,0.04166667,97903791.078125,40774.3442636981
1397,180800020202,Fleming Spring,1,0.04166667,153071751.480469,60077.6777295531
1398,180200020406,Dorris Reservoir-South Fork Pit River,7,0.29166667,291250780.085938,128142.044674553
1399,180200020604,Town of Surprise Station-North Fork Pit River,7,0.29166667,190631444.40625,102956.571550144
1400,180200020501,Upper Parker Creek,3,0.125,138187371.09375,60010.1173547723
1401,180600100505,Calabazal Creek-Santa Ynez River,5,0.20833333,128181982.960938,75482.8796415087
1402,180600080203,Alejandro Canyon-La Brea Creek,1,0.04166667,54201127.1445313,38031.3947908388
1403,180600090101,Headwaters San Antonio Creek ,3,0.125,113950949.535156,58882.4037023845
1404,180600080303,Alkali Canyon-Sisquoc River,4,0.16666667,174619743.339844,76631.518326532
1405,180600100503,Santa Agueda Creek,4,0.16666667,132969069.453125,64329.8747111728
1406,180600070603,Pine Canyon,1,0.04166667,86178290.3046875,58657.7798336707
1407,180600040104,Placer Creek-San Juan Creek,2,0.08333333,104878512.914063,55552.4583294766
1408,180600040107,Carnaza Creek-San Juan Creek,2,0.08333333,203755123.152344,100231.246327547
1409,180600030202,Thompson Spring-Carrizo Plain,0,0,194295918.59375,86324.1621268769
1410,180300121403,Packwood Creek,1,0.04166667,244667211.875,87645.6098675347
1411,180300090204,180300090204,4,0.16666667,201131888.078125,106453.593692231
1412,180300121802,Arroyo Ramoso,2,0.08333333,157717660.6875,61474.2271161978
1413,180300090208,Town of Five Points-Fresno Slough,4,0.16666667,116885626.710938,101977.212935907
1414,180300120701,South Fork Kings River-North Fork Kings River,4,0.16666667,241512260.296875,141581.212649433
1415,180400010304,Bethany Cemetery-San Joaquin River,7,0.29166667,139807952.054688,99567.3486714334
1416,180400010902,Upper Dutchman Creek,4,0.16666667,67450935.359375,70563.9331514418
1417,180400080602,Maxwell Creek,4,0.16666667,169050465.757813,76654.2201921601
1418,180400100502,Middle South Fork Stanislaus River,6,0.25,171862348.28125,88025.7505196879
1419,180400091001,Jawbone Creek-Tuolumne River,4,0.16666667,179801581.632813,88050.9958907444
1420,180400100402,Mill Creek-Middle Fork Stanislaus River,0,0,181192160.882813,72146.6242781099
1421,180400120105,Cole Creek,0,0,99676372.921875,67397.6870793291
1422,160501010302,Trout Creek,6,0.25,173639849.34375,68193.6949907811
1423,160501020501,Gray Creek-Truckee River,8,0.33333333,88018236.03125,51519.2810321578
1424,160501020104,Sagehen Creek,7,0.29166667,82028935.125,54601.7628707816
1425,180800031202,Evans Canyon-Long Valley Creek,4,0.16666667,112915292.070313,58988.1682802151
1426,180800030902,Cold Spring Valley,4,0.16666667,410137.796875,9613.14759452285
1427,180800031502,Spencer Creek-Frontal Honey Lake,4,0.16666667,238827651.105469,67988.0608169671
1428,180800031403,Lower Skedaddle Creek,3,0.125,201514035.453125,89998.1161767519
1429,180800030505,Upper Deep Creek,3,0.125,186691847.460938,61762.7146436158
1430,160402030903,East Fork Smoke Creek,0,0,6901014.33984375,18138.3177694873
1431,180800010203,Bull Creek-Frontal Middle Alkali Lake,0,0,40677214.7851563,34854.413128259
1432,171200070304,Dismal Creek-Deep Creek,0,0,12400979.6679688,18028.4708426925
1433,180600100402,Kelly Creek-Santa Ynez River,1,0.04166667,198298298.902344,72799.7427274559
1434,180600080104,Water Canyon,1,0.04166667,62476029.7421875,38208.2765593122
1435,180600070301,Wells Creek,1,0.04166667,62206085.4296875,41980.4165198649
1436,180600080102,South Fork Sisquoc River-Sisquoc River,1,0.04166667,133172847.128906,69221.1530167343
1437,180600070207,Branch Canyon Wash,1,0.04166667,111889572.410156,78733.058839018
1438,180300121502,180300121502,1,0.04166667,110493068.984375,66657.0455754206
1439,180300121205,Salt Creek,1,0.04166667,73840453.8398438,66303.5943980657
1440,180300121602,180300121602-Kern River Flood Canal,2,0.08333333,241657493.035156,91657.7997302059
1441,180300122402,Tulare Lake Canal-Tulare Lake Bed,3,0.125,236401163.679688,69562.6866122352
1442,180300122403,Wilbur Ditch-Tulare Lake Bed,3,0.125,266944193.109375,67087.4741026332
1443,180300061002,North Branch Tule River-Tule River,3,0.125,94007074.1523438,177489.452374045
1444,180300090403,Lower Dry Creek,4,0.16666667,83578548.2304688,58997.3352022665
1445,180400070303,Mud Spring Creek-Fresno River,7,0.29166667,122952233.632813,71000.4293716252
1446,180400010302,Lost Lake-San Joaquin River,8,0.33333333,74011453.7109375,47895.0457205603
1447,180400070301,Spangle Gold Creek-Fresno River,5,0.20833333,210483072.835938,89414.5011326814
1448,180400010503,East Fork Chowchilla River,5,0.20833333,239140274.171875,93113.0595544751
1449,180400080205,Devil Gulch,5,0.20833333,118244047.785156,54257.2914358233
1450,180400090701,Upper South Fork Tuolumne River,1,0.04166667,245642203.730469,88514.7385069152
1451,180400080206,Lower South Fork Merced River,5,0.20833333,207114347.804688,86033.3426877002
1452,180400090304,Miguel Creek-Eleanor Creek,3,0.125,102945856.746094,65905.7466196585
1453,180400100401,Niagara Creek-Middle Fork Stanislaus River,0,0,179480149.160156,75098.0196006169
1454,180400100101,Upper Clark Fork,0,0,139979689.714844,66700.5930517336
1455,180400090402,East Fork Cherry Creek,0,0,80102076.8671875,66462.0857723336
1456,160502010301,Upper West Fork Carson River,7,0.29166667,161016730.167969,67951.9937466451
1457,180400120102,Pacific Creek-North Fork Mokelumne River,0,0,141038677.53125,72903.5134092457
1458,180300031406,Muddy Creek-Frontal Buena Vista Lake Bed,1,0.04166667,414690747.246094,148448.523805036
1459,180300121201,Outlet Canal,2,0.08333333,83388325.4375,51990.5761154778
1460,180300120802,Goose Lake Slough,2,0.08333333,175684397.359375,76836.5127526024
1461,180300121002,Middle Goose Lake Canal,2,0.08333333,87278885.0273438,45672.6745714702
1462,180300120206,Cole Slough,5,0.20833333,231445207.226563,142572.668314835
1463,180300071103,Wilson Hunter Ditch-Cross Creek,4,0.16666667,143248969.214844,107432.868784308
1464,180300120204,Wahtoke Creek,5,0.20833333,125250803.984375,84559.2224900617
1465,180400061002,Stevenson Creek,4,0.16666667,144978143.605469,66826.4175817941
1466,180400070101,Nelder Creek-Lewis Fork,4,0.16666667,125158988.792969,57132.47037377
1467,180400061102,Whisky Creek,7,0.29166667,93997932.0429688,58771.2762822345
1468,180400060701,Upper Chiquito Creek,0,0,166605378.058594,63096.6171515726
1469,180400080108,Sunrise Creek-Merced River,0,0,97498622.4296875,56633.8041923035
1470,180400090201,Upper Rancheria Creek,0,0,207256812.191406,78148.7499889895
1471,180400090104,Regulation Creek,0,0,77023377.6210938,55022.1306930803
1472,160503020202,Rock Creek-West Walker River,7,0.29166667,170060763.726563,96032.832098617
1473,180701010203,Arundell Barranca-Frontal Pacific Ocean,8,0.33333333,71590712.4960938,46603.2389094957
1474,180701020902,Timber Canyon-Santa Clara River,4,0.16666667,138946322.476563,60567.4938833295
1475,180600070103,Alamo Creek,1,0.04166667,87251580.7734375,52758.7014721789
1476,180701020504,Lockwood Creek,1,0.04166667,200966965.078125,94286.7826900805
1477,180300031104,Telegraph Canyon-Frontal Kern Lake Bed,1,0.04166667,236169754.617188,79943.8254178294
1478,180300040307,Town of Famoso-Poso Creek,2,0.08333333,67621588.171875,80533.507912612
1479,180300050901,Town of Terra Bella-Deer Creek,3,0.125,179960071.410156,84078.7974883278
1480,180300070703,Wilcox Creek-Cottonwood Creek,3,0.125,150057107.003906,81086.43354441
1481,180300120102,White Deer Creek,6,0.25,80085914.625,41413.7291097934
1482,180300070702,Bull Creek-Cottonwood Creek,4,0.16666667,129919509.835938,62891.5595273301
1483,180901010205,Little Sand Flat-Frontal Mono Lake,0,0,188497977.667969,90602.5269896842
1484,160503010104,Aurora Canyon,5,0.20833333,117162677.988281,61750.0972568181
1485,180701030103,Las Posas Arroyo,3,0.125,202786287.027344,93294.1083723128
1486,180701030105,Lower Conejo Arroyo,3,0.125,133136883.257813,81015.436977491
1487,180701040203,Zuma Canyon-Frontal Pacific Ocean,7,0.29166667,73893992.1054688,50928.3190821446
1488,180701030102,Lower Simi Arroyo,1,0.04166667,233071308.902344,88590.0185554464
1489,180701030101,Upper Simi Arroyo,1,0.04166667,197166698.980469,83619.8787615618
1490,180300030801,Tunis Creek,0,0,126166776.753906,65652.2049483548
1491,180300030601,Sycamore Canyon,0,0,115482817.605469,61194.5826099963
1492,180300030110,Lake Ming-Kern River,5,0.20833333,197091850.753906,81538.3088873605
1493,180300030107,Lucas Creek-Kern River,5,0.20833333,133090223.375,57827.9800941251
1494,180300050303,Five Dog Creek,3,0.125,160440777.324219,122288.013677302
1495,180300050202,Arrastre Creek-White River,3,0.125,145636012.144531,56954.2107071613
1496,180300040202,Burke Creek-Poso Creek,2,0.08333333,74726823.4492188,48265.5964333697
1497,180300050103,Gordon Creek-Deer Creek,3,0.125,135241225.632813,55990.8151928296
1498,180300070403,Salt Creek-Kaweah River,5,0.20833333,121061354.46875,66596.2500947575
1499,180300060203,Bear Creek,4,0.16666667,101842631.007813,48334.1377465836
1500,180300100701,Tenmile Creek,2,0.08333333,156662821.96875,56139.3309070402
1501,180300070303,Yucca Creek,2,0.08333333,76990119.234375,44167.1917000987
1502,180300100403,Big Meadows Creek-Boulder Creek,0,0,119293163.746094,58948.6433979732
1503,180901020205,Hot Creek,3,0.125,219342618.527344,96130.5790156493
1504,180901020209,Lake Crowley-Owens River,1,0.04166667,152220789.105469,67474.237307999
1505,180901010105,Kirkwood Spring-Frontal Mono Lake,0,0,146735110.804688,65692.7399143458
1506,180901010203,Dry Creek,0,0,76110804.8632813,59529.7113908644
1507,160600100701,Upper Huntoon Creek,0,0,74049790.4335938,45494.30956742
1508,180701050202,Browns Canyon Wash,1,0.04166667,88212084.1132813,56751.8365172036
1509,180902061305,Sacatara Creek,0,0,147042485.617188,60275.188084036
1510,180902061703,Bean Canyon,0,0,75728080.6757813,66124.4396016393
1511,180902062403,180902062403,0,0,69076781.640625,68943.7225378103
1512,180902061802,Tylerhorse Canyon,0,0,163562379.007813,129421.689221609
1513,180300030204,Middle Tehachapi Creek,0,0,132178863.246094,64814.2178516853
